;ref;cliente;contrato;prazo;valor;mes;dia;prob;atraso
0;0;0000241;00001000000;14;10703,152631538334;0;1;0,07232197707486897;0
1;0;0000310;00001000001;19;5375,054089060945;0;1;0,06357791604577659;0
2;0;0000105;00001000002;31;5041,998436057479;0;1;0,06232668708893375;0
3;0;0000738;00001000003;35;6826,27040225917;0;1;0,05702855067000179;0
4;0;0000405;00001000004;3;5494,976464697083;0;1;0,07149047070450923;0
5;0;0000490;00001000005;33;5058,842661343407;0;1;0,06971238441898304;0
6;0;0000158;00001000006;12;5230,022927969619;0;1;0,06236966873467749;0
7;0;0000092;00001000007;13;5126,697221504408;0;1;0,05865998320158878;0
8;0;0000068;00001000008;7;6070,336894052165;0;1;0,05733599926264726;0
9;0;0000020;00001000009;1;5268,880975444621;0;1;0,055756128625216575;0
10;0;0000411;00001000010;18;78198,1873700209;0;1;0,06978586566284616;0
11;0;0000562;00001000011;11;5105,170700955851;0;1;0,053786838031538615;0
12;0;0000939;00001000012;20;11763,655830886859;0;1;0,06398933863085793;0
13;0;0000296;00001000013;21;5083,640042443174;0;1;0,05604698041191874;0
14;0;0000819;00001000014;24;5863,693632943403;0;1;0,0627819360971565;0
15;0;0000783;00001000015;11;5129,723603135553;0;1;0,05240499389464363;0
16;0;0000060;00001000016;1;6026,122811559517;0;1;0,06441446587463907;0
17;0;0000227;00001000017;3;5557,879693743666;0;1;0,05957521516172163;0
18;0;0000532;00001000018;31;5736,218293388548;0;1;0,0565581220799163;0
19;0;0000549;00001000019;8;6017,300293259279;0;1;0,05839552326849512;0
20;0;0000368;00001000020;28;5241,441060384806;0;1;0,05561754497186199;0
21;0;0000283;00001000021;2;5573,843893658639;0;1;0,06097987315144946;0
22;0;0000798;00001000022;12;5066,732654147013;0;1;0,055331781173611226;0
23;0;0000176;00001000023;7;5309,450231878487;0;1;0,05684568036425523;0
24;0;0000846;00001000024;13;5194,204210208688;0;1;0,059692386413622844;0
25;0;0000108;00001000025;21;5024,041093389109;0;1;0,05924529367853252;0
26;0;0000268;00001000026;25;8831,510198034019;0;1;0,05595072647756418;0
27;0;0000219;00001000027;1;5029,5951402496885;0;1;0,06115895149309275;0
28;0;0000965;00001000028;22;27515,7512006636;0;1;0,05714498866371962;0
29;0;0000949;00001000029;11;5207,66939759835;0;1;0,05572333740549209;0
30;0;0000026;00001000030;8;5627,282862315123;0;1;0,058051619763943366;0
31;0;0000848;00001000031;19;6423,170013687561;0;1;0,05774964412244542;0
32;0;0000656;00001000032;9;15920,766956174273;0;1;0,05793114275636004;0
33;0;0000826;00001000033;24;10094,848335467717;0;1;0,06083732179991079;0
34;0;0000266;00001000034;13;6239,13164257259;0;1;0,06020304117502003;0
35;0;0000819;00001000035;34;5016,674186182272;0;1;0,0627819360971565;0
36;0;0000278;00001000036;22;5122,777146606667;0;1;0,05957625038984101;0
37;0;0000198;00001000037;10;5246,510330325784;0;1;0,06814700392533694;0
38;0;0000168;00001000038;17;5906,100418675272;0;1;0,06163005004835938;0
39;0;0000317;00001000039;27;5491,788587218093;0;1;0,06376163257601634;0
40;0;0000296;00001000040;23;5137,685249593626;0;1;0,05604698041191874;0
41;0;0000642;00001000041;29;12150,003791192692;0;1;0,06098859171491628;0
42;0;0000888;00001000042;35;5213,175556135771;0;1;0,05871147875500291;0
43;0;0000749;00001000043;18;5102,960296794182;0;1;0,05707434790594104;0
44;0;0000983;00001000044;4;6486,075703035332;0;1;0,05634021882312285;0
45;0;0000875;00001000045;35;5450,196277442299;0;1;0,06453309695551483;0
46;0;0000868;00002000000;22;10852,098256976562;0;2;0,05778234740170483;0
47;0;0000901;00002000001;8;6867,923870431963;0;2;0,054635159555876285;0
48;0;0000381;00002000002;5;10170,260628881926;0;2;0,05875498521386379;0
49;0;0000088;00002000003;8;5399,290405465209;0;2;0,06263902904287372;0
50;0;0000865;00002000004;28;6638,09868292031;0;2;0,06647554455096205;0
51;0;0000620;00002000005;18;5557,244740569443;0;2;0,06583368418770977;0
52;0;0000345;00002000006;11;5202,336178465166;0;2;0,052753078273313145;0
53;0;0000687;00002000007;22;5053,361035606104;0;2;0,059888703956327394;0
54;0;0000397;00002000008;2;7565,696610028326;0;2;0,06365100067173336;0
55;0;0000518;00002000009;31;5743,261211785022;0;2;0,04442485232941911;0
56;0;0000254;00002000010;6;5347,6129608261845;0;2;0,05494933817942124;0
57;0;0000182;00002000011;9;5194,895248128133;0;2;0,061530008149765676;0
58;0;0000253;00002000012;14;5254,296506464135;0;2;0,0629432535056755;0
59;0;0000484;00002000013;22;8152,4624305993275;0;2;0,06283825084888107;0
60;0;0000286;00002000014;14;5109,702243441386;0;2;0,061270735880582884;0
61;0;0000091;00002000015;32;8693,175212089152;0;2;0,05936944567826953;0
62;0;0000967;00002000016;11;5445,523545179591;0;2;0,062238129491636436;0
63;0;0000957;00002000017;3;5263,204563586848;0;2;0,05518935897055957;0
64;0;0000837;00002000018;6;6046,206991552812;0;2;0,058794822698009064;0
65;0;0000886;00002000019;9;16464,34608476517;0;2;0,06170158378211976;0
66;0;0000964;00002000020;4;5327,772544489773;0;2;0,06416161955990253;0
67;0;0000560;00002000021;14;5614,35947597761;0;2;0,06261912376621312;0
68;0;0000860;00002000022;33;5809,876872540528;0;2;0,07114077551086172;0
69;0;0000307;00002000023;32;5236,9958875102975;0;2;0,06047494342308279;0
70;0;0000007;00002000024;25;5084,6590874295825;0;2;0,05897392433710867;0
71;0;0000930;00002000025;28;13633,012121690688;0;2;0,060183209897643246;0
72;0;0000298;00002000026;13;7554,347904821812;0;2;0,058126612904358506;0
73;0;0000586;00002000027;17;37773,89811138163;0;2;0,06437826162865515;0
74;0;0000721;00002000028;19;6071,279253621527;0;2;0,07020687238969579;0
75;0;0000903;00002000029;28;5042,502217722781;0;2;0,06262374106643588;0
76;0;0000319;00002000030;16;5016,733861998417;0;2;0,0546073133739018;0
77;0;0000868;00002000031;28;5147,402558315401;0;2;0,05778234740170483;0
78;0;0000783;00002000032;8;40938,01389194113;0;2;0,05240499389464363;0
79;0;0000520;00002000033;18;5937,374669805204;0;2;0,058414840797055737;0
80;0;0000199;00002000034;31;5080,6545147984925;0;2;0,04835400181303469;0
81;0;0000423;00002000035;34;5378,897617100418;0;2;0,06856701390594014;0
82;0;0000433;00002000036;26;6924,942688159703;0;2;0,06577104926688974;0
83;0;0000613;00002000037;6;11622,584511733701;0;2;0,061365410607608604;0
84;0;0000295;00002000038;27;12428,875731004742;0;2;0,0564514665760234;0
85;0;0000441;00002000039;22;6383,612154852999;0;2;0,05986619117135789;0
86;0;0000462;00002000040;30;6345,775212637983;0;2;0,06835529034053825;0
87;0;0000165;00002000041;13;5030,48612119805;0;2;0,05746035435720878;0
88;0;0000238;00002000042;13;5602,147445396308;0;2;0,06997551683357872;0
89;0;0000312;00002000043;18;5065,7736551041735;0;2;0,05282688776652323;0
90;0;0000265;00002000044;24;5109,745154887127;0;2;0,06928204104875335;0
91;0;0000832;00002000045;1;5231,084935088909;0;2;0,06172174727201155;0
92;0;0000816;00002000046;1;5238,423462984214;0;2;0,07012171992654238;0
93;0;0000044;00002000047;20;6885,904360624527;0;2;0,05349073197224262;0
94;0;0000083;00002000048;5;5108,928143431807;0;2;0,055743419050749754;0
95;0;0000047;00002000049;21;5002,295518261849;0;2;0,06514944220019614;0
96;0;0000473;00002000050;7;5160,820365958933;0;2;0,053462858888986484;0
97;0;0000641;00002000051;27;9088,484019438281;0;2;0,06257864260235767;0
98;0;0000287;00002000052;19;5106,476871335599;0;2;0,05928458807795566;0
99;0;0000531;00002000053;27;12012,829805902398;0;2;0,05833096542657529;0
100;0;0000547;00002000054;11;7011,260687544;0;2;0,06005960185615742;0
101;0;0000663;00002000055;26;5070,310810461994;0;2;0,0554524111751722;0
102;0;0000482;00002000056;24;10363,860109194615;0;2;0,05808412875219611;0
103;0;0000717;00002000057;33;5262,480822756393;0;2;0,04938962930095696;0
104;0;0000351;00002000058;24;7419,347656157368;0;2;0,06930939444728458;0
105;0;0000148;00002000059;9;6564,084438859052;0;2;0,06710391472881069;0
106;0;0000689;00002000060;32;5105,721053179398;0;2;0,06321413749715186;0
107;0;0000200;00002000061;2;5254,432164206162;0;2;0,055328659383200834;0
108;0;0000068;00002000062;25;6731,721596342543;0;2;0,05733599926264726;0
109;0;0000422;00002000063;10;5723,113547853783;0;2;0,06020262821681218;0
110;0;0000935;00002000064;11;5079,566990872853;0;2;0,05084851853050293;0
111;0;0000207;00003000000;29;5011,302494285217;0;3;0,0711897076125252;0
112;0;0000650;00003000001;35;5046,0126039375045;0;3;0,058609519993335635;0
113;0;0000647;00003000002;34;5693,955295084522;0;3;0,05269915153549558;0
114;0;0000451;00003000003;34;5180,387778491864;0;3;0,058631966501638294;0
115;0;0000282;00003000004;7;5825,4073671689475;0;3;0,07057166760848671;0
116;0;0000188;00003000005;17;9544,435804488687;0;3;0,04980808113241279;0
117;0;0000364;00003000006;7;5475,525657209318;0;3;0,06500690977046299;0
118;0;0000446;00003000007;13;5078,4288919367455;0;3;0,05173822777572543;0
119;0;0000764;00003000008;21;5078,77061693881;0;3;0,060811920043713545;0
120;0;0000602;00003000009;34;5994,799128569908;0;3;0,06012186507465814;0
121;0;0000328;00003000010;31;8152,260140904866;0;3;0,0677320577956901;0
122;0;0000649;00003000011;35;6152,141344756614;0;3;0,05508509273480204;0
123;0;0000571;00003000012;3;5008,2983065487915;0;3;0,0670519901878639;0
124;0;0000203;00003000013;29;5622,063230181639;0;3;0,061096815753101906;0
125;0;0000926;00003000014;4;7929,293301056188;0;3;0,05852890974658329;0
126;0;0000331;00003000015;5;5115,23247558429;0;3;0,0570604069713054;0
127;0;0000103;00003000016;28;5056,630984632458;0;3;0,05828040128966682;0
128;0;0000859;00003000017;29;5043,1320385081;0;3;0,048657748830412656;0
129;0;0000063;00003000018;33;5694,1730049298685;0;3;0,05317922110987633;0
130;0;0000725;00003000019;15;5255,201437166217;0;3;0,06010274066867965;0
131;0;0000234;00003000020;20;5516,725218219797;0;3;0,05578457100034173;0
132;0;0000284;00003000021;1;5080,103512128782;0;3;0,05543433826632494;0
133;0;0000783;00003000022;4;5095,520779702371;0;3;0,05240499389464363;0
134;0;0000596;00003000023;33;5695,6106505472135;0;3;0,06487269384423296;0
135;0;0000630;00003000024;24;6113,774909528971;0;3;0,054924710509831845;0
136;0;0000882;00003000025;30;6963,84053420848;0;3;0,05847728754961004;0
137;0;0000243;00003000026;14;5047,015608212304;0;3;0,06071696071971628;0
138;0;0000125;00003000027;20;5016,9777179677185;0;3;0,05508087771003885;0
139;0;0000339;00003000028;11;5064,318364651744;0;3;0,06773910882851626;0
140;0;0000957;00003000029;16;5125,313760581223;0;3;0,05518935897055957;0
141;0;0000181;00003000030;34;5027,004715295826;0;3;0,0613884223958343;0
142;0;0000297;00003000031;25;6422,4330736688025;0;3;0,061511083607795614;0
143;0;0000470;00003000032;2;5022,075821644323;0;3;0,06545283056867124;0
144;0;0000026;00003000033;17;5668,0344518615;0;3;0,058051619763943366;0
145;0;0000043;00003000034;34;11510,424686525303;0;3;0,057755378624731867;0
146;0;0000365;00003000035;31;6398,900304065557;0;3;0,06613974971849168;0
147;0;0000714;00003000036;25;6712,410682980206;0;3;0,06408870921898821;0
148;0;0000084;00003000037;2;8120,078576639597;0;3;0,05846368554091647;0
149;0;0000917;00003000038;4;5256,593888624731;0;3;0,05132355902777879;0
150;0;0000987;00003000039;26;5300,277294143625;0;3;0,06456394485062475;0
151;0;0000977;00003000040;22;5512,2266758748465;0;3;0,052310841585694476;0
152;0;0000292;00003000041;25;5032,933379326537;0;3;0,06665820842654718;0
153;0;0000752;00003000042;9;10818,534963513368;0;3;0,06558493072603734;0
154;0;0000691;00003000043;23;5258,381961473609;0;3;0,07236445419764517;0
155;0;0000982;00003000044;31;5165,7872082104;0;3;0,05155679504010828;0
156;0;0000334;00003000045;15;6025,218748489777;0;3;0,05918605835178103;0
157;0;0000018;00003000046;7;5283,274375703363;0;3;0,055438292973183284;0
158;0;0000330;00003000047;16;5549,321226026796;0;3;0,058399408949429875;0
159;0;0000295;00003000048;25;5353,742573839895;0;3;0,0564514665760234;0
160;0;0000329;00003000049;30;7887,315520075814;0;3;0,056253551481003965;0
161;0;0000989;00003000050;4;5261,263872031153;0;3;0,05781506191673541;0
162;0;0000156;00003000051;26;94786,04840000457;0;3;0,06725107929158207;0
163;0;0000793;00003000052;22;5282,691808842274;0;3;0,04988296350173437;0
164;0;0000667;00004000000;29;5027,926322434964;0;4;0,06137087016062116;0
165;0;0000420;00004000001;28;6633,314990088812;0;4;0,06338088623746815;0
166;0;0000882;00004000002;26;5099,74885428108;0;4;0,05847728754961004;0
167;0;0000965;00004000003;1;5005,979156624189;0;4;0,05714498866371962;0
168;0;0000890;00004000004;29;5836,555901874207;0;4;0,07070039704047636;0
169;0;0000635;00004000005;11;5736,233755985191;0;4;0,0631613037128648;0
170;0;0000696;00004000006;21;8965,644078215042;0;4;0,06033159918284208;0
171;0;0000837;00004000007;32;6584,8100879154035;0;4;0,058794822698009064;0
172;0;0000079;00004000008;17;5176,4944969894095;0;4;0,062352639713633126;0
173;0;0000300;00004000009;25;5030,65000569863;0;4;0,057870519569347044;0
174;0;0000632;00004000010;5;5086,839707031305;0;4;0,05854141203731342;0
175;0;0000196;00004000011;7;5710,038506424587;0;4;0,06300529959201118;0
176;0;0000915;00004000012;20;5074,836356497355;0;4;0,06395676025917595;0
177;0;0000454;00004000013;32;5324,326053439744;0;4;0,05607532428903133;0
178;0;0000299;00004000014;31;5942,02496063808;0;4;0,06567689959218861;0
179;0;0000139;00004000015;13;5352,183520961208;0;4;0,06702198487288447;0
180;0;0000256;00004000016;4;7954,123550266906;0;4;0,053669362615614176;0
181;0;0000390;00004000017;18;5665,007414688997;0;4;0,05832220602746377;0
182;0;0000613;00004000018;24;5151,692128359546;0;4;0,061365410607608604;0
183;0;0000984;00004000019;23;6023,033322206457;0;4;0,06176441391909757;0
184;0;0000162;00004000020;31;7903,867193252998;0;4;0,060676346222348757;0
185;0;0000339;00004000021;30;5307,219445770947;0;4;0,06773910882851626;0
186;0;0000586;00004000022;23;5552,409853125228;0;4;0,06437826162865515;0
187;0;0000009;00004000023;26;5423,033125874531;0;4;0,061860334846379934;0
188;0;0000372;00004000024;34;5103,494188581686;0;4;0,05963133933552758;0
189;0;0000045;00004000025;31;11833,610992510894;0;4;0,060583277766690626;0
190;0;0000465;00004000026;12;5194,37173641687;0;4;0,06202094471302362;0
191;0;0000173;00004000027;19;5728,331061087268;0;4;0,06175243045734068;0
192;0;0000373;00004000028;34;12205,742325389616;0;4;0,058059216693698776;0
193;0;0000802;00004000029;5;7666,41997457166;0;4;0,06372858405008347;0
194;0;0000823;00004000030;29;5592,445166145895;0;4;0,05846015197467554;0
195;0;0000371;00004000031;28;5138,445893637614;0;4;0,052010082093891345;0
196;0;0000297;00004000032;20;5447,077922582743;0;4;0,061511083607795614;0
197;0;0000585;00004000033;22;5086,6056806025335;0;4;0,06296005561191004;0
198;0;0000099;00005000000;28;5116,533176229889;0;5;0,06936486143044068;0
199;0;0000449;00005000001;22;37260,79911561754;0;5;0,06607093466999153;0
200;0;0000212;00005000002;4;5120,720272505557;0;5;0,05559367800958957;0
201;0;0000434;00005000003;18;7098,028713949394;0;5;0,06293540177479269;0
202;0;0000938;00005000004;15;5090,927833512856;0;5;0,05810575770917823;0
203;0;0000212;00005000005;18;5607,034094141049;0;5;0,05559367800958957;0
204;0;0000116;00005000006;27;5459,994600113083;0;5;0,05941731694857902;0
205;0;0000060;00005000007;34;5250,899389752141;0;5;0,06441446587463907;0
206;0;0000063;00005000008;35;11316,16591960215;0;5;0,05317922110987633;0
207;0;0000056;00005000009;1;5647,522354860989;0;5;0,060189431163099986;0
208;0;0000754;00005000010;31;5058,94540457487;0;5;0,06715966234354145;0
209;0;0000172;00005000011;32;8206,424116206563;0;5;0,053504063100191374;0
210;0;0000609;00005000012;18;18229,387862857813;0;5;0,05935723791088267;0
211;0;0000693;00005000013;5;6256,067407653298;0;5;0,056083888646758784;0
212;0;0000993;00005000014;21;5272,184724475442;0;5;0,06257942095595079;0
213;0;0000153;00005000015;27;5094,694250011971;0;5;0,06412982393071891;0
214;0;0000621;00005000016;10;7628,327109965949;0;5;0,0686327834941844;0
215;0;0000041;00005000017;5;5550,142985762293;0;5;0,0678771191585654;0
216;0;0000559;00005000018;30;5323,599489877919;0;5;0,06904417253076395;0
217;0;0000502;00005000019;33;12366,543909483717;0;5;0,06368135826573082;0
218;0;0000596;00005000020;35;5075,496356785329;0;5;0,06487269384423296;0
219;0;0000255;00005000021;20;7699,235263977194;0;5;0,05688640278579887;0
220;0;0000329;00005000022;23;11085,749248429347;0;5;0,056253551481003965;0
221;0;0000036;00005000023;35;5801,791433944609;0;5;0,06425146992482027;0
222;0;0000125;00005000024;15;5186,731756572892;0;5;0,05508087771003885;0
223;0;0000854;00005000025;19;5458,479683056315;0;5;0,06019691550271235;0
224;0;0000541;00005000026;33;6538,156947863575;0;5;0,05599190022763143;0
225;0;0000299;00005000027;2;8624,596018050797;0;5;0,06567689959218861;0
226;0;0000792;00005000028;23;5586,615193096835;0;5;0,06414330812187188;0
227;0;0000419;00005000029;26;5067,39224822545;0;5;0,0570168122847776;0
228;0;0000667;00005000030;15;7594,662993238417;0;5;0,06137087016062116;0
229;0;0000205;00005000031;9;5439,066342115559;0;5;0,05185401977893786;0
230;0;0000489;00005000032;4;5480,848585443904;0;5;0,06439416561751411;0
231;0;0000206;00005000033;13;5490,483740488882;0;5;0,06580940477678024;0
232;0;0000247;00005000034;13;6369,019894533875;0;5;0,05600612317585509;0
233;0;0000449;00005000035;27;5182,270766123036;0;5;0,06607093466999153;0
234;0;0000420;00005000036;25;5332,02055617972;0;5;0,06338088623746815;0
235;0;0000503;00005000037;1;5205,231214295556;0;5;0,06351776058877051;0
236;0;0000037;00005000038;31;5836,135166899407;0;5;0,05474333494494835;0
237;0;0000224;00005000039;3;7796,405235606346;0;5;0,06152047080490829;0
238;0;0000431;00005000040;11;10186,781758033845;0;5;0,06299333984548905;0
239;0;0000454;00005000041;7;6763,145405762661;0;5;0,05607532428903133;0
240;0;0000254;00005000042;22;6790,6729462436015;0;5;0,05494933817942124;0
241;0;0000662;00005000043;7;5372,35050241159;0;5;0,0680164700031107;0
242;0;0000910;00005000044;14;5768,060169108081;0;5;0,05795855645180707;0
243;0;0000438;00005000045;1;5045,20573496792;0;5;0,06638995692280501;0
244;0;0000850;00006000000;7;5459,53947658492;0;6;0,0719898370795909;0
245;0;0000220;00006000001;17;23403,33259085036;0;6;0,05797436220024478;0
246;0;0000510;00006000002;32;8245,956429511221;0;6;0,058026612236734616;0
247;0;0000192;00006000003;5;17096,812372033353;0;6;0,0643841425041589;0
248;0;0000032;00006000004;23;5703,373451199288;0;6;0,06599675930467455;0
249;0;0000037;00006000005;32;5355,107071001172;0;6;0,05474333494494835;0
250;0;0000260;00006000006;1;5032,220467822368;0;6;0,055294176508302505;0
251;0;0000259;00006000007;3;6463,281441731111;0;6;0,05736246865091373;0
252;0;0000248;00006000008;5;5079,100024980727;0;6;0,06878132681950448;0
253;0;0000538;00006000009;21;6314,88933045798;0;6;0,060627371906516035;0
254;0;0000213;00006000010;35;5874,020115144642;0;6;0,062423811466656695;0
255;0;0000790;00006000011;30;6269,154099990905;0;6;0,05611254636595732;0
256;0;0000237;00006000012;16;5018,800825863359;0;6;0,05691694943146029;0
257;0;0000427;00006000013;10;5067,280572517996;0;6;0,056171650727965095;0
258;0;0000890;00006000014;32;5239,767276827264;0;6;0,07070039704047636;0
259;0;0000267;00006000015;1;5122,668112090491;0;6;0,06239047761836991;0
260;0;0000145;00006000016;11;71166,84081804969;0;6;0,056624427980565196;0
