ref;cliente;contrato;prazo;valor;mes;dia;prob;atraso;pgto
0,0;0678725;00001000000;19,0;5973,655141806346;0,0;1,0;0,05441425456560364;0,0;0,0
0,0;0231575;00001000001;3,0;5535,063627738837;0,0;1,0;0,06206313700424883;0,0;0,0
0,0;0109962;00001000002;13,0;5145,998253239391;0,0;1,0;0,06459187145939191;0,0;0,0
0,0;0860476;00001000003;10,0;16545,627197993716;0,0;1,0;0,057545998917325814;0,0;0,0
0,0;0016438;00001000004;31,0;5480,65615262478;0,0;1,0;0,0560600361651514;0,0;0,0
0,0;0869799;00001000005;3,0;5995,897821914988;0,0;1,0;0,054079337876432154;0,0;0,0
0,0;0551745;00001000006;7,0;82422,3290936101;0,0;1,0;0,06626208782581723;0,0;0,0
0,0;0653395;00001000007;5,0;5372,903877896235;0,0;1,0;0,06441154324995349;0,0;0,0
0,0;0230023;00001000008;16,0;5080,216151265516;0,0;1,0;0,05553530656873733;0,0;0,0
0,0;0139647;00001000009;9,0;5117,213314200277;0,0;1,0;0,06179953026878722;0,0;0,0
0,0;0997258;00001000010;31,0;20406,04323879195;0,0;1,0;0,0745449968847467;0,0;0,0
0,0;0338252;00001000011;16,0;8951,686891681302;0,0;1,0;0,057941995679251034;0,0;0,0
0,0;0589514;00001000012;9,0;5129,365399134319;0,0;1,0;0,05072150947772767;0,0;0,0
0,0;0226475;00001000013;16,0;13917,448734872936;0,0;1,0;0,06844592935786893;0,0;0,0
0,0;0481748;00001000014;6,0;6560,709398418483;0,0;1,0;0,04954407839726498;0,0;0,0
0,0;0680660;00001000015;3,0;7805,940562617698;0,0;1,0;0,062384078701557995;0,0;0,0
0,0;0275938;00001000016;15,0;5170,73477506928;0,0;1,0;0,06140249868283912;0,0;0,0
0,0;0121708;00001000017;26,0;8390,301860415335;0,0;1,0;0,06370996202356655;0,0;0,0
0,0;0706300;00001000018;34,0;6070,471364848261;0,0;1,0;0,058933821815593944;0,0;0,0
0,0;0298954;00001000019;35,0;5079,984865793971;0,0;1,0;0,05290252786360615;0,0;0,0
0,0;0536300;00001000020;30,0;5138,527755216744;0,0;1,0;0,06021447695821872;0,0;0,0
0,0;0141190;00001000021;22,0;5150,314658651252;0,0;1,0;0,0663067752259583;0,0;0,0
0,0;0869258;00001000022;8,0;5090,510871977322;0,0;1,0;0,06309283798289778;0,0;0,0
0,0;0162436;00001000023;31,0;5201,404948697066;0,0;1,0;0,05745132533429084;0,0;0,0
0,0;0478442;00001000024;19,0;6687,516986798917;0,0;1,0;0,050185795796257204;0,0;0,0
0,0;0581054;00001000025;34,0;5085,109862151923;0,0;1,0;0,06403283252044319;0,0;0,0
0,0;0171442;00001000026;24,0;5844,191611485896;0,0;1,0;0,0627825815180709;0,0;0,0
0,0;0121827;00001000027;32,0;5509,418955976221;0,0;1,0;0,058279960617559204;0,0;0,0
0,0;0412114;00001000028;22,0;5879,414578237195;0,0;1,0;0,05576382868869989;0,0;0,0
0,0;0078429;00001000029;31,0;5066,210122026641;0,0;1,0;0,056067334774520534;0,0;0,0
0,0;0373378;00001000030;33,0;5338,861057448553;0,0;1,0;0,06647264454746488;0,0;0,0
0,0;0868416;00001000031;8,0;6133,970701052377;0,0;1,0;0,05830114936660829;0,0;0,0
0,0;0783904;00001000032;16,0;5524,171223981771;0,0;1,0;0,05831620082299107;0,0;0,0
0,0;0011182;00001000033;12,0;5167,744963006654;0,0;1,0;0,06468729781737001;0,0;0,0
0,0;0851265;00001000034;12,0;5880,557040485334;0,0;1,0;0,06282509714816863;0,0;0,0
0,0;0256592;00001000035;28,0;5057,965097446128;0,0;1,0;0,06755314490758986;0,0;0,0
0,0;0989770;00001000036;4,0;5116,725144202158;0,0;1,0;0,05914419652718654;0,0;0,0
0,0;0504845;00001000037;34,0;5235,132152997051;0,0;1,0;0,05467663964033845;0,0;0,0
0,0;0346387;00001000038;3,0;5174,372232543901;0,0;1,0;0,0623355854525266;0,0;0,0
0,0;0320424;00001000039;18,0;6661,033872161778;0,0;1,0;0,06081191166426698;0,0;0,0
0,0;0527192;00001000040;19,0;18829,358534627772;0,0;1,0;0,0569321125616116;0,0;0,0
0,0;0686933;00001000041;1,0;5003,620745271651;0,0;1,0;0,06628814939892817;0,0;0,0
0,0;0139686;00001000042;11,0;5044,234211321365;0,0;1,0;0,05457860240531115;0,0;0,0
0,0;0133895;00001000043;24,0;8108,545023787494;0,0;1,0;0,05631883327092525;0,0;0,0
0,0;0563542;00001000044;18,0;6517,0721469254295;0,0;1,0;0,05941421190269187;0,0;0,0
0,0;0541812;00001000045;8,0;5977,943062077723;0,0;1,0;0,0640106363913073;0,0;0,0
0,0;0498001;00001000046;5,0;5137,480800119672;0,0;1,0;0,06349739605870544;0,0;0,0
0,0;0558426;00001000047;34,0;5002,682211752071;0,0;1,0;0,05952037587658717;0,0;0,0
0,0;0913669;00001000048;10,0;5699,264555023474;0,0;1,0;0,06198643302400447;0,0;0,0
0,0;0421133;00001000049;32,0;5696,830876289668;0,0;1,0;0,060740271046366576;0,0;0,0
0,0;0132573;00001000050;7,0;5158,529330259926;0,0;1,0;0,05550353094543128;0,0;0,0
0,0;0347250;00001000051;9,0;11749,576512679974;0,0;1,0;0,054160159753905125;0,0;0,0
0,0;0911927;00001000052;25,0;6232,881046848601;0,0;1,0;0,055739265293577166;0,0;0,0
0,0;0905257;00001000053;29,0;12832,819832177856;0,0;1,0;0,056470201506450206;0,0;0,0
0,0;0780700;00001000054;18,0;5498,459735815618;0,0;1,0;0,06475011586469367;0,0;0,0
0,0;0526914;00001000055;9,0;9339,152783796479;0,0;1,0;0,061570190758635804;0,0;0,0
0,0;0628937;00001000056;16,0;5033,81099141362;0,0;1,0;0,050347927520690845;0,0;0,0
0,0;0603067;00001000057;29,0;5003,638618918944;0,0;1,0;0,05956030736266824;0,0;0,0
0,0;0651907;00001000058;33,0;5604,227306228436;0,0;1,0;0,053842531071518006;0,0;0,0
0,0;0665775;00001000059;17,0;5754,397946250243;0,0;1,0;0,05132235391350578;0,0;0,0
0,0;0982572;00001000060;29,0;5009,443930814933;0,0;1,0;0,06462964929384817;0,0;0,0
0,0;0049268;00001000061;14,0;5676,3958611548705;0,0;1,0;0,053973252320445794;0,0;0,0
0,0;0096206;00001000062;11,0;7072,407917029368;0,0;1,0;0,06397642508903585;0,0;0,0
0,0;0043647;00001000063;19,0;8665,267319421797;0,0;1,0;0,054925982377675195;0,0;0,0
0,0;0447180;00001000064;10,0;5225,659803285303;0,0;1,0;0,05904107917127457;0,0;0,0
0,0;0319914;00001000065;34,0;5420,509371875117;0,0;1,0;0,059990113440057134;0,0;0,0
0,0;0184713;00001000066;19,0;5070,110517612913;0,0;1,0;0,06432053358516979;0,0;0,0
0,0;0942360;00001000067;20,0;5287,233436030224;0,0;1,0;0,06170764334427749;0,0;0,0
0,0;0218813;00001000068;20,0;5448,182991460608;0,0;1,0;0,06495805705049384;0,0;0,0
0,0;0295849;00001000069;28,0;5181,657036893749;0,0;1,0;0,05573893616343555;0,0;0,0
0,0;0340353;00001000070;18,0;5067,444093189578;0,0;1,0;0,05654613143741499;0,0;0,0
0,0;0089947;00001000071;11,0;5644,317009175717;0,0;1,0;0,060062472837918046;0,0;0,0
0,0;0222244;00001000072;21,0;5146,133804547737;0,0;1,0;0,06104024678853179;0,0;0,0
0,0;0059957;00001000073;6,0;5143,987970014675;0,0;1,0;0,060182299723492615;0,0;0,0
0,0;0156284;00001000074;35,0;5160,987348145397;0,0;1,0;0,06193844060793271;0,0;0,0
0,0;0358943;00001000075;17,0;5666,124944359592;0,0;1,0;0,05845179437314332;0,0;0,0
0,0;0956908;00001000076;11,0;7157,233453518388;0,0;1,0;0,06424723771914302;0,0;0,0
0,0;0707984;00001000077;34,0;5066,304462478101;0,0;1,0;0,06744655739667912;0,0;0,0
0,0;0817333;00001000078;12,0;5055,946008207599;0,0;1,0;0,060688224170964186;0,0;0,0
0,0;0059685;00001000079;30,0;5350,991833296284;0,0;1,0;0,06545029043641207;0,0;0,0
0,0;0956266;00001000080;19,0;8074,166436470249;0,0;1,0;0,059998597328591016;0,0;0,0
0,0;0981925;00001000081;35,0;6053,21344800111;0,0;1,0;0,06309480574817958;0,0;0,0
0,0;0891713;00001000082;16,0;5087,081755579273;0,0;1,0;0,05839350581842652;0,0;0,0
0,0;0639750;00001000083;23,0;5293,132069920968;0,0;1,0;0,06357940781787207;0,0;0,0
0,0;0362940;00001000084;15,0;6023,795305139047;0,0;1,0;0,05730684813060415;0,0;0,0
0,0;0862042;00001000085;3,0;5080,976414081033;0,0;1,0;0,05709468890632214;0,0;0,0
0,0;0688314;00001000086;8,0;7995,4687726222;0,0;1,0;0,05675453607527319;0,0;0,0
0,0;0532998;00001000087;7,0;11009,483204259588;0,0;1,0;0,05286172644394565;0,0;0,0
0,0;0711120;00001000088;16,0;7276,519624542657;0,0;1,0;0,05794685137728946;0,0;0,0
0,0;0986456;00001000089;30,0;7048,077524766821;0,0;1,0;0,05390609892224037;0,0;0,0
0,0;0841178;00001000090;20,0;5349,212466875809;0,0;1,0;0,057986153931866374;0,0;0,0
0,0;0310892;00001000091;11,0;5047,304317362921;0,0;1,0;0,06471755930291666;0,0;0,0
0,0;0254237;00001000092;1,0;5105,443643945223;0,0;1,0;0,05816421236501279;0,0;0,0
0,0;0763456;00001000093;35,0;5120,0021875355;0,0;1,0;0,05418284461037672;0,0;0,0
0,0;0431199;00001000094;2,0;7914,722290895035;0,0;1,0;0,06935918601188211;0,0;0,0
0,0;0127125;00001000095;11,0;5265,067250860773;0,0;1,0;0,06208006159325848;0,0;0,0
0,0;0515052;00001000096;29,0;9028,23735388331;0,0;1,0;0,06278081132120272;0,0;0,0
0,0;0812171;00001000097;29,0;16248,43624848271;0,0;1,0;0,05499569292152127;0,0;0,0
0,0;0765657;00001000098;11,0;6182,435581297084;0,0;1,0;0,06280944302215005;0,0;0,0
0,0;0231125;00001000099;7,0;6385,497233061898;0,0;1,0;0,054629707712844436;0,0;0,0
0,0;0574304;00001000100;15,0;5055,294130055127;0,0;1,0;0,06718195326094949;0,0;0,0
0,0;0295573;00001000101;34,0;5482,697507525479;0,0;1,0;0,06828869152309677;0,0;0,0
0,0;0733931;00001000102;24,0;7110,118227057399;0,0;1,0;0,06531797685369867;0,0;0,0
0,0;0724346;00001000103;24,0;32173,64785953231;0,0;1,0;0,05366389336621037;0,0;0,0
0,0;0711743;00001000104;35,0;5418,197708209806;0,0;1,0;0,06121870701317905;0,0;0,0
0,0;0014602;00001000105;7,0;5097,027360285066;0,0;1,0;0,05715736787339512;0,0;0,0
0,0;0200406;00001000106;5,0;5464,338707773301;0,0;1,0;0,06750373608520577;0,0;0,0
0,0;0998839;00001000107;18,0;5169,972919888974;0,0;1,0;0,059325371385933266;0,0;0,0
0,0;0505840;00001000108;14,0;7402,285006327873;0,0;1,0;0,07134198748913055;0,0;0,0
0,0;0888431;00001000109;28,0;5118,805282951626;0,0;1,0;0,064676320412085;0,0;0,0
0,0;0330138;00001000110;6,0;5352,19304277464;0,0;1,0;0,05558266966406927;0,0;0,0
0,0;0038301;00001000111;13,0;5450,508327698723;0,0;1,0;0,06322793093485185;0,0;0,0
0,0;0303597;00001000112;9,0;5424,0209586141555;0,0;1,0;0,05157163319625621;0,0;0,0
0,0;0762484;00001000113;35,0;5715,235323294392;0,0;1,0;0,05615910550527765;0,0;0,0
0,0;0382874;00001000114;33,0;5277,325265939798;0,0;1,0;0,05336585296294996;0,0;0,0
0,0;0591606;00001000115;35,0;5623,808158913926;0,0;1,0;0,05398758495174092;0,0;0,0
0,0;0168075;00001000116;19,0;8151,504861529016;0,0;1,0;0,05814586510769397;0,0;0,0
0,0;0103470;00001000117;22,0;5158,3631678487;0,0;1,0;0,04673922040066207;0,0;0,0
0,0;0737577;00001000118;28,0;5514,5386814321155;0,0;1,0;0,05754116726609911;0,0;0,0
0,0;0529908;00001000119;2,0;7905,489824571045;0,0;1,0;0,05456515001190163;0,0;0,0
0,0;0175015;00001000120;23,0;5583,209807119299;0,0;1,0;0,054550775148442116;0,0;0,0
0,0;0447393;00001000121;20,0;7417,965100471246;0,0;1,0;0,06560730066075923;0,0;0,0
0,0;0359439;00001000122;18,0;6746,643841829999;0,0;1,0;0,05641850199899901;0,0;0,0
0,0;0471551;00001000123;5,0;6941,587337785044;0,0;1,0;0,05873940449760464;0,0;0,0
0,0;0227084;00001000124;14,0;5057,287861737116;0,0;1,0;0,05972824496767959;0,0;0,0
0,0;0512325;00001000125;35,0;5573,222797143446;0,0;1,0;0,05582087684732465;0,0;0,0
0,0;0655493;00001000126;16,0;8181,910626407887;0,0;1,0;0,06246738649624332;0,0;0,0
0,0;0863307;00001000127;17,0;5046,19851647972;0,0;1,0;0,04556630546404518;0,0;0,0
0,0;0231245;00001000128;35,0;12111,568134923013;0,0;1,0;0,0657482404785086;0,0;0,0
0,0;0569076;00001000129;13,0;5352,106515304736;0,0;1,0;0,050096607006658106;0,0;0,0
0,0;0106411;00001000130;27,0;5324,014652965562;0,0;1,0;0,05429248912016018;0,0;0,0
0,0;0598275;00001000131;24,0;5267,349093462155;0,0;1,0;0,0667925285837155;0,0;0,0
0,0;0762875;00001000132;28,0;5803,624131435337;0,0;1,0;0,0630020261593378;0,0;0,0
0,0;0702961;00001000133;15,0;6252,310234146053;0,0;1,0;0,057136365029680246;0,0;0,0
